post_id,datetime,platform,country,language,topic,sentiment_polarity,sentiment_category,sentiment_intensity,emotion,engagement_likes,engagement_shares,engagement_comments,influencer_level,keywords,risk_flag
P00581,2025-03-13 19:01:39,LinkedIn,Tanzania,English,Mobile App,-0.08,Negative,Low,Disgust,226,1078,229,Low,slow approval,0
P00582,2025-06-13 10:39:40,Instagram,Botswana,Spanish,Mobile App,0.96,Positive,High,Joy,3515,64,256,Medium,fast process,0
P00583,2025-03-21 10:53:34,TikTok,Tanzania,Spanish,Savings Product,-0.01,Neutral,Low,Anticipation,4537,683,42,High,loan application,1
P00584,2025-06-10 12:08:05,Twitter,Botswana,Swahili,Loan Application,-0.34,Negative,Medium,Sadness,2443,145,241,High,high interest,0
P00585,2025-02-20 23:03:10,Facebook,Tanzania,Spanish,Interest Rates,0.27,Positive,Low,Sadness,727,942,553,Low,helpful staff,0
P00586,2025-04-10 16:15:42,Instagram,Zambia,Swahili,Savings Product,-0.52,Negative,Medium,Anticipation,3686,1033,94,High,bad service,0
P00587,2025-07-02 11:36:18,Facebook,Ghana,English,Loan Application,-0.85,Negative,High,Anger,3622,738,765,Medium,high interest,0
P00588,2025-05-20 17:14:46,Instagram,Ghana,Twi,Loan Application,-0.74,Negative,High,Joy,1036,185,187,Medium,fraud,1
P00589,2025-07-22 16:21:58,Instagram,Colombia,English,Savings Product,-0.74,Negative,High,Anticipation,1832,1157,384,Medium,fraud,0
P00590,2025-07-20 20:27:24,TikTok,Ghana,Twi,Repayment,-0.7,Negative,High,Disgust,2740,834,399,High,bad service,0
P00591,2025-04-20 21:51:21,LinkedIn,Tanzania,English,Mobile App,-0.72,Negative,High,Trust,492,808,505,Low,hidden fees,0
P00592,2025-06-01 12:29:32,Twitter,Botswana,Twi,Loan Application,0.28,Positive,Low,Joy,1548,170,166,Medium,helpful staff,0
P00593,2025-06-26 12:49:07,TikTok,Tanzania,Twi,Loan Application,-0.64,Negative,Medium,Anger,1143,212,782,Low,fraud,0
P00594,2025-03-03 00:16:14,Facebook,Ghana,Spanish,Repayment,-0.31,Negative,Low,Surprise,3957,26,124,High,slow approval,0
P00595,2025-07-30 18:22:19,Twitter,Botswana,English,Loan Application,0.79,Positive,High,Fear,3407,1013,672,Low,fast process,0
P00596,2025-07-31 13:33:34,LinkedIn,Colombia,Twi,Interest Rates,-0.05,Neutral,Low,Anger,639,1091,86,Low,interest rate,0
P00597,2025-03-18 23:16:33,TikTok,Zambia,Swahili,Repayment,0.34,Positive,Medium,Trust,172,789,488,Low,excellent service,0
P00598,2025-07-18 21:21:16,Instagram,Colombia,Swahili,Customer Support,-0.66,Negative,High,Sadness,4354,407,225,Low,hidden fees,0
P00599,2025-03-04 13:18:47,Facebook,South Africa,English,Mobile App,-0.62,Negative,Medium,Sadness,3959,1132,656,Medium,slow approval,0
P00600,2025-07-06 07:44:37,TikTok,Botswana,English,Mobile App,-0.92,Negative,High,Anticipation,516,73,344,High,high interest,0
P00601,2025-07-08 10:28:12,TikTok,Ghana,Swahili,Interest Rates,-0.66,Negative,High,Anger,522,577,759,Low,fraud,0
P00602,2025-03-07 09:07:25,Twitter,Tanzania,Twi,Loan Application,-0.44,Negative,Medium,Sadness,1917,679,517,Medium,fraud,0
P00603,2025-07-22 03:41:50,Facebook,Tanzania,Swahili,Loan Application,-0.65,Negative,Medium,Anger,2886,785,30,Medium,bad service,0
P00604,2025-04-22 01:25:52,Facebook,South Africa,Swahili,Mobile App,-0.82,Negative,High,Disgust,2164,848,708,Low,hidden fees,0
P00605,2025-02-05 19:30:46,Facebook,Botswana,Twi,Repayment,-0.76,Negative,High,Anticipation,1929,869,743,High,fraud,0
P00606,2025-03-07 19:52:52,Twitter,Ghana,Spanish,Savings Product,-0.08,Negative,Low,Fear,3945,236,295,Medium,bad service,1
P00607,2025-06-24 00:38:21,Facebook,Colombia,Swahili,Mobile App,-0.59,Negative,Medium,Surprise,2209,726,413,Medium,fraud,0
P00608,2025-07-30 12:25:23,Twitter,Mexico,Swahili,Loan Application,-0.27,Negative,Low,Disgust,3783,377,134,Medium,fraud,0
P00609,2025-04-06 12:05:47,Instagram,South Africa,Spanish,Customer Support,0.01,Neutral,Low,Sadness,2590,660,524,Low,interest rate,0
P00610,2025-07-02 22:11:07,Twitter,Colombia,Spanish,Savings Product,0.38,Positive,Medium,Trust,4934,829,3,Medium,loan approved,0
P00611,2025-07-31 17:54:59,LinkedIn,Zambia,English,Repayment,-0.92,Negative,High,Joy,4076,905,177,Medium,bad service,1
P00612,2025-04-21 22:43:20,Facebook,Tanzania,Twi,Loan Application,0.6,Positive,Medium,Trust,1093,375,745,Low,great rates,1
P00613,2025-07-06 18:41:12,LinkedIn,South Africa,Twi,Repayment,0.26,Positive,Low,Anticipation,3880,618,258,Medium,great rates,0
P00614,2025-06-11 01:59:36,LinkedIn,South Africa,English,Repayment,-0.84,Negative,High,Anticipation,2494,652,651,Low,bad service,0
P00615,2025-07-18 18:49:48,Instagram,Mexico,Spanish,Customer Support,0.75,Positive,High,Disgust,2579,1099,64,Low,great rates,0
P00616,2025-06-23 17:36:59,TikTok,Colombia,Twi,Customer Support,0.84,Positive,High,Anticipation,2488,1032,794,Medium,fast process,0
P00617,2025-07-08 10:21:56,Instagram,Mexico,Twi,Customer Support,-0.88,Negative,High,Anticipation,2785,195,362,Low,slow approval,0
P00618,2025-03-21 04:32:35,Twitter,South Africa,Swahili,Loan Application,-0.45,Negative,Medium,Trust,2758,806,716,Medium,hidden fees,0
P00619,2025-03-24 19:24:17,Twitter,Colombia,English,Mobile App,0.61,Positive,Medium,Disgust,1574,892,16,Medium,loan approved,0
P00620,2025-03-03 21:54:56,Facebook,Ghana,Twi,Interest Rates,0.5,Positive,Medium,Anger,2373,1084,199,Medium,fast process,0
P00621,2025-07-03 21:25:52,LinkedIn,South Africa,Twi,Interest Rates,-0.63,Negative,Medium,Trust,3990,936,543,Low,fraud,0
P00622,2025-06-17 04:11:35,Instagram,Mexico,Twi,Repayment,-0.58,Negative,Medium,Disgust,4845,846,211,Low,hidden fees,0
P00623,2025-02-21 23:45:43,TikTok,Mexico,Twi,Mobile App,-0.26,Negative,Low,Sadness,1093,817,434,Medium,hidden fees,0
P00624,2025-04-16 06:46:25,Instagram,Mexico,English,Interest Rates,-0.03,Neutral,Low,Fear,1189,563,272,Medium,interest rate,0
P00625,2025-07-20 08:35:30,Facebook,Mexico,English,Loan Application,0.24,Positive,Low,Surprise,2689,633,289,High,helpful staff,0
P00626,2025-02-08 12:28:11,Instagram,Mexico,Twi,Mobile App,-0.26,Negative,Low,Trust,4095,678,482,Medium,high interest,0
P00627,2025-07-17 17:20:04,TikTok,Tanzania,Twi,Savings Product,-0.07,Negative,Low,Disgust,1875,1017,233,Medium,slow approval,0
P00628,2025-05-03 09:34:28,TikTok,South Africa,Twi,Mobile App,0.49,Positive,Medium,Disgust,3406,7,407,Medium,fast process,1
P00629,2025-03-16 04:36:58,LinkedIn,Zambia,Spanish,Mobile App,-0.93,Negative,High,Fear,1787,1068,693,High,slow approval,0
P00630,2025-03-11 18:04:36,LinkedIn,Ghana,Swahili,Interest Rates,-0.5,Negative,Medium,Surprise,3932,343,145,Medium,high interest,0
P00631,2025-07-09 13:34:09,Facebook,Ghana,Swahili,Savings Product,0.43,Positive,Medium,Anticipation,1607,795,561,Medium,excellent service,0
P00632,2025-07-29 08:17:45,LinkedIn,Zambia,English,Repayment,0.79,Positive,High,Joy,3748,1050,429,Medium,great rates,0
P00633,2025-05-01 09:10:06,Twitter,Colombia,Swahili,Interest Rates,0.02,Neutral,Low,Sadness,48,848,431,High,repayment,0
P00634,2025-04-09 21:31:34,LinkedIn,Tanzania,English,Repayment,0.06,Positive,Low,Surprise,3861,61,614,Medium,excellent service,0
P00635,2025-04-01 06:17:33,Twitter,South Africa,Swahili,Interest Rates,-0.79,Negative,High,Trust,2180,1085,544,High,fraud,1
P00636,2025-07-10 07:58:36,Instagram,Mexico,English,Customer Support,-0.11,Negative,Low,Joy,3046,421,496,Medium,bad service,0
P00637,2025-07-05 10:34:43,Twitter,Mexico,Twi,Customer Support,0.07,Positive,Low,Sadness,2833,632,88,High,helpful staff,0
P00638,2025-07-20 04:39:34,Facebook,Ghana,Swahili,Savings Product,-0.52,Negative,Medium,Surprise,1397,791,410,Medium,hidden fees,0
P00639,2025-03-17 04:40:18,TikTok,Ghana,Spanish,Loan Application,-0.46,Negative,Medium,Sadness,3826,550,240,Low,high interest,0
P00640,2025-03-16 06:53:56,Facebook,Zambia,Swahili,Loan Application,-0.25,Negative,Low,Trust,4574,605,777,Low,slow approval,0
P00641,2025-02-05 14:17:03,Facebook,Botswana,English,Repayment,-0.96,Negative,High,Anticipation,831,1138,222,Medium,fraud,0
P00642,2025-06-09 03:58:39,Facebook,Tanzania,English,Customer Support,-0.36,Negative,Medium,Anticipation,2697,1144,747,High,fraud,0
P00643,2025-03-10 12:03:00,Facebook,South Africa,Twi,Interest Rates,-0.58,Negative,Medium,Surprise,4777,524,664,Medium,high interest,0
P00644,2025-04-19 08:59:09,LinkedIn,South Africa,Twi,Loan Application,-0.35,Negative,Medium,Anger,2735,898,467,High,hidden fees,0
P00645,2025-04-05 17:48:41,Instagram,Colombia,English,Interest Rates,-0.76,Negative,High,Sadness,81,162,568,Medium,high interest,0
P00646,2025-03-27 02:23:03,TikTok,Mexico,Swahili,Mobile App,0.78,Positive,High,Anticipation,86,786,321,Low,great rates,1
P00647,2025-07-18 20:10:36,Twitter,South Africa,Spanish,Repayment,0.19,Positive,Low,Sadness,2063,909,374,Low,helpful staff,0
P00648,2025-02-14 11:31:26,Twitter,Zambia,Twi,Customer Support,0.36,Positive,Medium,Joy,821,981,111,Medium,great rates,0
P00649,2025-07-01 03:57:48,Instagram,South Africa,Twi,Customer Support,0.58,Positive,Medium,Joy,162,378,526,Medium,great rates,0
P00650,2025-03-27 04:49:00,Facebook,Tanzania,Twi,Repayment,-0.0,Neutral,Low,Sadness,3739,172,411,High,repayment,0
P00651,2025-04-10 04:27:34,Facebook,Tanzania,Swahili,Mobile App,-0.83,Negative,High,Surprise,2397,999,268,Low,slow approval,0
P00652,2025-06-05 13:31:17,TikTok,Colombia,Spanish,Savings Product,0.07,Positive,Low,Sadness,1932,63,625,Medium,fast process,1
P00653,2025-05-10 22:00:09,Twitter,Mexico,Spanish,Interest Rates,0.17,Positive,Low,Surprise,2728,1124,251,Low,loan approved,0
P00654,2025-04-19 14:38:10,Facebook,Colombia,Spanish,Savings Product,0.49,Positive,Medium,Disgust,3535,974,373,Medium,excellent service,0
P00655,2025-06-12 22:47:02,LinkedIn,Tanzania,Spanish,Interest Rates,-0.14,Negative,Low,Surprise,3446,65,653,High,slow approval,0
P00656,2025-07-14 19:44:45,TikTok,Mexico,English,Repayment,-0.74,Negative,High,Anticipation,2790,457,625,Low,high interest,0
P00657,2025-05-16 02:56:47,LinkedIn,Zambia,Spanish,Mobile App,-0.43,Negative,Medium,Surprise,2707,452,449,High,slow approval,0
P00658,2025-04-06 07:16:12,LinkedIn,Tanzania,English,Loan Application,-0.27,Negative,Low,Anger,3933,978,536,Medium,hidden fees,0
P00659,2025-02-06 08:37:40,Instagram,Tanzania,English,Repayment,0.29,Positive,Low,Fear,3385,177,367,Medium,helpful staff,0
P00660,2025-02-23 09:31:53,Instagram,Zambia,Spanish,Repayment,0.14,Positive,Low,Surprise,922,279,254,Medium,great rates,0
P00661,2025-07-21 07:17:42,LinkedIn,Botswana,Swahili,Savings Product,-0.29,Negative,Low,Anger,2175,343,462,High,slow approval,0
P00662,2025-03-23 17:21:03,Instagram,Zambia,Twi,Customer Support,0.97,Positive,High,Anticipation,1582,1040,267,Medium,excellent service,0
P00663,2025-03-07 16:11:10,LinkedIn,Colombia,English,Interest Rates,0.21,Positive,Low,Sadness,564,295,125,Low,fast process,0
P00664,2025-05-24 17:44:39,Facebook,Ghana,Spanish,Savings Product,-0.53,Negative,Medium,Fear,3258,201,392,Low,fraud,0
P00665,2025-03-24 13:09:46,Instagram,Zambia,English,Loan Application,-0.8,Negative,High,Surprise,2597,961,761,High,hidden fees,0
P00666,2025-02-08 10:17:29,LinkedIn,Ghana,Twi,Loan Application,-0.69,Negative,High,Sadness,2500,683,798,Low,slow approval,1
P00667,2025-02-22 01:11:32,TikTok,Colombia,Twi,Loan Application,-0.51,Negative,Medium,Disgust,4566,1172,333,Medium,hidden fees,0
P00668,2025-05-27 20:13:24,TikTok,Botswana,English,Savings Product,-0.68,Negative,High,Fear,987,374,564,Low,fraud,1
P00669,2025-04-26 09:12:50,Instagram,Tanzania,Twi,Customer Support,-0.63,Negative,Medium,Anticipation,3636,34,367,Medium,bad service,0
P00670,2025-04-09 03:01:07,TikTok,Zambia,English,Mobile App,-0.43,Negative,Medium,Anger,223,28,554,Medium,slow approval,0
P00671,2025-06-22 11:15:57,Twitter,Tanzania,Spanish,Savings Product,-0.65,Negative,Medium,Anticipation,350,774,677,High,slow approval,0
P00672,2025-07-03 17:01:15,Twitter,Botswana,Twi,Savings Product,0.79,Positive,High,Surprise,1928,220,553,Medium,fast process,0
P00673,2025-04-02 21:50:32,TikTok,Tanzania,English,Loan Application,-0.84,Negative,High,Joy,348,52,455,Low,bad service,1
P00674,2025-04-26 17:44:34,LinkedIn,Ghana,English,Interest Rates,0.05,Neutral,Low,Surprise,4277,790,687,High,repayment,0
P00675,2025-05-29 17:08:16,TikTok,Zambia,Swahili,Loan Application,-0.18,Negative,Low,Surprise,4732,75,66,Low,fraud,0
P00676,2025-05-11 07:24:15,TikTok,Botswana,English,Interest Rates,0.96,Positive,High,Disgust,1017,493,65,High,loan approved,0
P00677,2025-02-23 10:56:54,TikTok,Mexico,English,Customer Support,-0.78,Negative,High,Joy,2226,116,594,Medium,high interest,0
P00678,2025-04-16 19:08:26,LinkedIn,South Africa,Spanish,Interest Rates,-0.2,Negative,Low,Trust,4867,279,616,High,slow approval,0
P00679,2025-07-25 15:59:45,LinkedIn,Zambia,Spanish,Interest Rates,0.94,Positive,High,Anticipation,4124,1198,399,Low,great rates,0
P00680,2025-05-23 23:05:42,Twitter,Colombia,Twi,Savings Product,0.73,Positive,High,Joy,2419,745,286,High,fast process,0
P00681,2025-03-09 21:49:52,Instagram,Botswana,Twi,Loan Application,0.63,Positive,Medium,Disgust,1893,948,185,Medium,great rates,0
P00682,2025-03-22 11:05:34,Twitter,Colombia,Swahili,Customer Support,-0.48,Negative,Medium,Trust,3040,763,283,High,fraud,0
P00683,2025-02-09 14:51:22,LinkedIn,Tanzania,English,Customer Support,-0.66,Negative,High,Anger,2068,294,515,Low,bad service,0
P00684,2025-06-18 15:10:43,LinkedIn,Tanzania,Swahili,Interest Rates,0.34,Positive,Medium,Joy,1125,1017,649,Medium,helpful staff,0
P00685,2025-04-26 16:10:31,LinkedIn,Ghana,Twi,Repayment,0.86,Positive,High,Trust,3117,1044,690,High,great rates,0
P00686,2025-02-01 07:52:54,LinkedIn,Tanzania,Spanish,Loan Application,0.11,Positive,Low,Anticipation,4161,1096,236,Medium,excellent service,1
P00687,2025-05-12 23:00:15,LinkedIn,Mexico,English,Savings Product,0.14,Positive,Low,Trust,4042,841,17,Low,excellent service,0
P00688,2025-07-30 17:29:34,LinkedIn,Colombia,Twi,Mobile App,-0.44,Negative,Medium,Sadness,4433,1059,413,Low,slow approval,0
P00689,2025-07-07 14:36:47,Facebook,South Africa,Twi,Customer Support,0.54,Positive,Medium,Joy,2170,496,8,Low,great rates,1
P00690,2025-05-16 13:22:05,Facebook,Botswana,Twi,Interest Rates,-0.63,Negative,Medium,Anticipation,446,205,419,High,slow approval,0
P00691,2025-06-14 08:59:10,TikTok,Tanzania,Swahili,Repayment,-0.35,Negative,Medium,Anticipation,2658,425,28,Low,fraud,0
P00692,2025-06-20 16:47:12,Facebook,Botswana,Twi,Mobile App,-0.15,Negative,Low,Surprise,3362,43,655,Medium,hidden fees,1
P00693,2025-06-25 01:44:16,Twitter,Mexico,Swahili,Interest Rates,0.02,Neutral,Low,Joy,2718,1114,347,Medium,interest rate,0
P00694,2025-06-24 02:50:40,TikTok,Botswana,Twi,Savings Product,-0.52,Negative,Medium,Joy,3483,604,660,High,slow approval,0
P00695,2025-06-11 05:21:19,Instagram,South Africa,English,Interest Rates,-0.77,Negative,High,Trust,2944,453,575,Medium,bad service,0
P00696,2025-03-11 06:15:00,LinkedIn,Zambia,Spanish,Interest Rates,0.22,Positive,Low,Surprise,4376,594,449,Low,fast process,0
P00697,2025-04-12 17:23:42,Facebook,Ghana,Twi,Savings Product,-0.42,Negative,Medium,Surprise,595,506,379,Low,high interest,0
P00698,2025-04-25 17:59:29,Twitter,Botswana,English,Mobile App,0.16,Positive,Low,Disgust,1986,793,698,Low,helpful staff,1
P00699,2025-02-14 14:06:05,Instagram,South Africa,Twi,Interest Rates,-0.69,Negative,High,Anger,2750,20,365,Low,slow approval,1
P00700,2025-06-09 23:34:19,LinkedIn,Colombia,Spanish,Interest Rates,-0.04,Neutral,Low,Fear,1074,1153,226,Medium,interest rate,0
P00701,2025-07-29 19:06:11,LinkedIn,Botswana,English,Mobile App,0.07,Positive,Low,Joy,3969,619,117,Medium,loan approved,0
P00702,2025-04-06 02:50:37,Instagram,Zambia,English,Savings Product,-0.9,Negative,High,Fear,4305,413,411,Medium,slow approval,0
P00703,2025-06-02 00:06:52,Instagram,Zambia,Spanish,Customer Support,-0.33,Negative,Medium,Joy,4221,1094,355,High,slow approval,0
P00704,2025-04-02 22:57:10,Instagram,Botswana,Twi,Interest Rates,-0.73,Negative,High,Disgust,4587,336,253,High,hidden fees,0
P00705,2025-06-09 19:36:34,Twitter,Mexico,Twi,Savings Product,-0.87,Negative,High,Sadness,3580,909,542,High,slow approval,0
P00706,2025-07-15 16:02:15,TikTok,Colombia,Spanish,Interest Rates,0.98,Positive,High,Surprise,3007,275,672,High,excellent service,0
P00707,2025-02-25 04:47:45,TikTok,Botswana,Swahili,Interest Rates,-0.36,Negative,Medium,Fear,969,891,726,High,fraud,0
P00708,2025-06-20 18:17:52,Facebook,South Africa,English,Savings Product,0.62,Positive,Medium,Sadness,580,12,443,High,helpful staff,0
P00709,2025-07-25 18:31:20,LinkedIn,Botswana,Spanish,Savings Product,-0.49,Negative,Medium,Surprise,2824,1026,680,Low,hidden fees,0
P00710,2025-03-31 07:36:11,Facebook,Colombia,Swahili,Savings Product,0.36,Positive,Medium,Anger,4001,977,80,Medium,helpful staff,0
P00711,2025-05-10 11:21:43,TikTok,South Africa,English,Savings Product,0.52,Positive,Medium,Disgust,1211,973,45,Medium,fast process,0
P00712,2025-04-02 01:22:15,Instagram,Ghana,English,Mobile App,0.19,Positive,Low,Anticipation,229,174,48,Medium,excellent service,0
P00713,2025-06-10 11:56:46,LinkedIn,Colombia,Spanish,Loan Application,-0.06,Negative,Low,Fear,4284,240,448,High,slow approval,0
P00714,2025-04-21 07:14:56,TikTok,Colombia,Swahili,Interest Rates,-0.18,Negative,Low,Joy,3185,546,406,High,hidden fees,0
P00715,2025-04-05 08:07:21,LinkedIn,Colombia,English,Customer Support,-0.3,Negative,Low,Trust,501,13,282,Medium,bad service,0
P00716,2025-04-20 03:19:18,Facebook,Zambia,English,Repayment,0.86,Positive,High,Sadness,2132,724,472,Low,helpful staff,1
P00717,2025-06-16 09:13:36,TikTok,South Africa,Swahili,Interest Rates,0.66,Positive,High,Disgust,48,2,415,Medium,fast process,0
P00718,2025-03-30 09:51:11,Facebook,Colombia,Swahili,Customer Support,0.93,Positive,High,Joy,3566,690,599,Low,excellent service,0
P00719,2025-05-19 15:44:57,LinkedIn,Colombia,Twi,Interest Rates,-0.75,Negative,High,Joy,3055,746,120,High,bad service,0
P00720,2025-02-25 17:12:14,Twitter,Ghana,Twi,Mobile App,0.46,Positive,Medium,Joy,688,768,2,Medium,fast process,0
P00721,2025-03-10 06:02:22,Instagram,Zambia,Spanish,Savings Product,0.88,Positive,High,Fear,386,871,315,High,helpful staff,0
P00722,2025-04-23 15:25:18,Facebook,Tanzania,Twi,Interest Rates,-0.64,Negative,Medium,Joy,969,494,459,High,fraud,0
P00723,2025-06-10 02:47:44,LinkedIn,Colombia,Spanish,Repayment,-0.87,Negative,High,Disgust,3460,416,226,Low,fraud,0
P00724,2025-04-15 14:56:42,TikTok,South Africa,Twi,Repayment,0.48,Positive,Medium,Anticipation,1005,627,78,Medium,great rates,0
P00725,2025-06-12 12:31:49,Facebook,South Africa,Spanish,Customer Support,0.15,Positive,Low,Anticipation,3052,1075,656,Low,excellent service,0
P00726,2025-06-26 06:33:35,LinkedIn,Botswana,Twi,Interest Rates,0.68,Positive,High,Anger,3417,1020,753,Low,helpful staff,0
P00727,2025-07-26 07:22:43,Twitter,Colombia,Spanish,Loan Application,-0.72,Negative,High,Disgust,2302,141,543,Low,bad service,0
P00728,2025-03-06 19:01:34,Facebook,Ghana,Swahili,Customer Support,0.59,Positive,Medium,Fear,2283,1109,774,High,loan approved,0
P00729,2025-05-31 12:30:26,LinkedIn,South Africa,Twi,Loan Application,-0.6,Negative,Medium,Joy,1607,45,722,High,high interest,1
P00730,2025-05-22 12:13:21,Facebook,Mexico,English,Interest Rates,-0.67,Negative,High,Disgust,4366,843,70,High,slow approval,0
P00731,2025-03-31 10:31:41,LinkedIn,Zambia,Spanish,Customer Support,-0.67,Negative,High,Anticipation,122,1008,196,Low,bad service,0
P00732,2025-04-20 20:26:50,Instagram,Ghana,Swahili,Interest Rates,0.63,Positive,Medium,Surprise,1280,9,57,Low,loan approved,0
P00733,2025-05-18 09:34:20,LinkedIn,Ghana,Swahili,Interest Rates,0.33,Positive,Medium,Anger,3727,663,423,Medium,fast process,1
P00734,2025-07-12 21:26:27,LinkedIn,Zambia,Twi,Repayment,0.05,Neutral,Low,Surprise,258,572,468,Medium,customer support,0
P00735,2025-02-01 01:53:30,LinkedIn,Botswana,English,Repayment,-0.28,Negative,Low,Fear,947,648,623,High,slow approval,0
P00736,2025-04-01 00:09:35,TikTok,Zambia,Twi,Repayment,0.75,Positive,High,Sadness,4958,912,47,High,fast process,0
P00737,2025-03-28 17:06:53,LinkedIn,Colombia,English,Loan Application,-0.22,Negative,Low,Surprise,524,639,434,Low,slow approval,0
P00738,2025-03-13 19:31:20,Instagram,Tanzania,Twi,Repayment,0.63,Positive,Medium,Anticipation,887,615,184,Low,great rates,0
P00739,2025-04-25 11:25:26,Twitter,South Africa,Swahili,Repayment,-0.12,Negative,Low,Sadness,207,697,164,Low,high interest,0
P00740,2025-07-03 13:54:05,Instagram,Zambia,Spanish,Customer Support,-0.25,Negative,Low,Joy,3382,908,726,Medium,high interest,1
P00741,2025-05-24 14:55:29,Twitter,Colombia,Swahili,Repayment,-0.07,Negative,Low,Sadness,2794,177,330,High,bad service,0
